tmdb_id,provider_id
399170,"356,97,701"
3512,337
471014,"81,796"
179,356
4141,356
353326,"356,97"
556803,"81,796"
9890,97
823766,"81,796"
10414,337
4147,337
2642,8
152532,356
1887,97
472674,"81,796"
37257,97
675327,97
1499,356
296271,"356,97"
953300,"81,796"
10028,356
500840,"81,796"
76285,337
10679,"356,97"
817648,"81,796"
259694,97
232,356
50456,97
845404,"81,796"
301365,"83,561,796"
591275,"81,796"
256962,97
309425,"356,97"
228973,"356,97"
524251,"81,796"
9871,356
21734,97
544431,"356,97"
1639,337
210860,"356,97,701"
2022,"8,97,1796"
14334,"356,97"
13682,337
42517,692
509598,"8,97"
9946,337
532865,"81,796"
97,337
62206,"81,796"
1985,"83,561,796"
9382,337
1588,"8,356,97,1796"
347629,97
12573,97
243,337
449563,"81,796"
548066,"8,97"
8321,356
16643,97
1005835,"81,796"
622420,"356,97"
13455,97
29852,692
846,337
10633,"356,97"
8092,337
9493,"356,97"
651070,"81,796"
11560,337
266647,97
79218,337
28696,356
316154,"81,796"
227156,"97,701"
21338,"356,97"
713,"356,97"
416144,97
9676,"81,796"
2698,97
403119,"81,796"
7461,97
805195,"356,97"
8867,337
2018,97
413362,"81,796"
780609,"356,97"
21755,"356,97"
287424,"356,97"
597316,"81,796"
411019,97
253980,337
1049,337
4474,"337,97"
601666,"81,796"
739413,"81,796"
132064,356
14635,337
800815,"81,796"
595743,"81,796"
1710,337
1689,356
800937,"81,796"
458305,"8,356,97,1796"
623195,"81,796"
14637,97
537116,"81,796"
85350,"8,356,97,1796"
4806,337
554230,97
323675,"81,191,796"
936061,337
1587,"8,356,97,1796"
399404,97
9585,"356,97"
314365,"8,97,1796"
1022256,350
272693,"8,97"
6961,"356,97"
800510,356
797838,356
130925,337
59962,337
528085,"356,97"
324542,97
152259,97
2046,"356,97"
803104,337
86838,97
628914,97
646207,97
12113,"356,97"
1058647,"81,796"
9383,97
559907,"97,701"
65650,"356,97"
1598,"81,796"
509874,"356,97"
122800,8
561717,"81,796"
2164,97
22734,701
6279,337
4442,97
565310,"8,97"
340837,"119,337"
8836,337
463257,97
493551,"81,796"
522212,"81,796"
375785,97
283227,701
551332,"81,796"
2114,97
571384,356
10833,"356,97,701"
897192,337
791568,97
611914,"356,97"
9410,337
953371,"81,796"
586347,"81,796"
41210,97
301502,"81,796"
31997,97
143,356
542178,337
615643,"8,97,1796"
12620,"81,796"
249164,97
413644,"356,97"
25189,"81,796"
9289,97
11386,97
82505,"356,97"
10521,"337,97"
10513,"11,701"
44982,356
212778,"8,356,97,1796"
876716,337
332567,"8,356,97,1796"
526224,"356,97"
209276,356
403431,97
89008,"356,97"
199928,"81,796"
828,692
1694,356
934756,"81,796"
913862,"81,796"
284019,337
11114,337
11336,356
454467,337
68,337
451925,97
504,"83,561,796"
20766,"356,97"
156700,"356,97"
2977,97
17277,"356,97"
356334,"81,796"
82,356
635237,"356,97"
753232,356
319888,337
276905,97
22744,97
227707,97
7520,337
429467,"356,97"
28437,692
523781,97
82650,337
316042,97
11976,337
574089,337
26688,356
570973,"81,796"
15070,356
429473,"81,796"
11671,701
8665,"8,356,97,1796"
8845,337
612706,"81,796"
9315,337
301351,"81,796"
454294,337
11577,356
881460,"356,97"
70578,356
334524,"356,97"
9035,356
22479,356
471506,"8,356,97,1796"
24739,"356,97"
157544,"356,97"
667739,"81,796"
346671,"81,796"
34463,337
513691,"97,701"
384521,"81,796"
10316,97
12233,337
5968,356
137968,97
5143,97
502292,"81,796"
308504,97
16690,337
216282,97
15775,97
345934,356
14292,337
644583,97
457041,"356,97"
521034,97
628878,"356,97,701"
476926,"356,97"
46528,97
36884,356
106747,"356,97"
890825,"81,796"
425972,"8,356"
403,"8,356,97,1796"
1817,337
484247,"81,796"
9282,356
261,97
582913,97
10329,97
940,"356,97,701"
65218,337
429471,97
9314,356
699102,"81,796"
533642,356
1015963,"356,97"
10922,701
241258,"356,97"
13159,"81,796"
14320,"356,97"
278925,"356,97,1796"
2290,97
339988,"8,97"
340584,97
16235,356
814800,119
511322,"81,796"
2118,337
11881,337
12182,97
6951,337
49021,356
15655,337
793961,356
424121,"81,796"
548473,356
10632,701
535544,"119,356"
920125,337
449985,97
60555,692
317744,356
763164,"356,97"
1024,356
2976,97
1480,356
249,337
83666,"81,796"
964980,119
298382,"356,97"
354285,"356,97"
736769,"81,796"
18487,97
34205,337
397422,"8,97,1796"
278774,337
10684,337
9326,337
9882,337
465086,"81,796"
9454,337
6972,337
10025,"337,97"
11091,97
198277,97
814757,337
23706,337
347984,"356,97"
34996,356
433310,"81,796"
544401,350
59860,"337,97"
11121,"356,97"
109491,97
228066,337
11940,692
302666,"356,97"
199575,356
864116,97
28503,701
597208,337
43566,97
115782,"356,97"
505948,"81,796"
222936,"8,337,97,1796"
268092,97
28032,337
10839,356
9726,337
693113,"356,97,701"
396810,97
13836,337
11536,"356,97"
454992,"8,356,97,701,1796"
449664,"356,97"
11848,"356,97"
180894,"356,97"
359412,"356,97"
2297,"356,97"
555974,97
38357,97
10437,337
324560,356
365942,97
328387,"8,356,97,701,1796"
590706,356
522444,97
9427,337
778855,"356,97"
13056,"81,796"
9994,337
16638,"356,97"
860623,356
979924,356
347847,"356,97"
22784,356
491472,97
277355,"356,97"
27850,337
113947,337
491037,"356,97"
9760,337
460846,"356,97"
949580,350
39356,11
71859,"83,561,796"
19384,97
763148,"356,97"
324670,"81,796"
836009,"81,796"
419831,"83,561,796"
1024546,"8,356,97,1796"
55680,"81,796"
314095,"8,97,1796"
48140,701
465136,701
570480,"356,97"
1534,337
612,"8,97,1796"
11368,97
4538,337
308529,"356,97"
25009,"356,97"
557946,"97,701"
127493,"356,97"
458253,97
719256,"81,796"
6589,701
500921,701
503616,"81,796"
38303,337
68722,356
16258,701
12721,"356,97"
6521,356
86597,97
3573,97
77883,"356,97"
11644,"356,97"
334538,356
1134865,"81,796"
809787,"81,796"
552532,356
32823,8
38542,356
59981,"8,356,97,1796"
92493,97
369885,97
857729,"81,796"
13435,337
531306,"81,796"
945657,356
333348,701
449755,"81,796"
982271,"81,796"
15192,356
446021,337
9675,337
11873,337
531503,8
214314,337
1070802,"356,97"
106112,337
10610,"356,97"
9386,97
12238,356
13155,337
533938,97
88005,"356,97,701"
801,337
24767,337
10033,"8,356,97,1796"
531438,"81,796"
4970,97
707886,"81,796"
72431,337
810271,"356,97"
122857,356
703134,"81,796"
502033,"119,97"
13497,337
7839,701
579496,"81,796"
313943,"356,97"
86825,337
831946,"81,796"
10685,"356,97"
49953,"356,97"
653349,337
118289,97
11817,701
33667,97
661950,"356,97"
11164,337
37710,97
64686,119
13483,97
164558,"81,796"
15159,701
426793,"8,97"
13243,356
340027,97
671583,337
20481,"356,97"
799546,"81,796"
16222,"81,796"
157547,97
25504,692
949581,350
231576,356
43279,"356,97"
238215,"356,97"
11630,337
10785,97
26390,"356,97"
28510,356
400710,"81,796"
321697,356
44571,"356,97"
489999,"356,97"
12123,337
1420,"356,97"
11425,337
26031,701
75900,97
1063422,"81,796"
352492,"81,796"
31225,11
167810,356
520172,97
797815,"356,97"
283350,97
284274,337
881164,337
18254,356
525657,356
1018494,"356,97"
9456,356
339103,356
585378,97
9384,97
9587,97
11167,"356,692"
17431,97
4244,337
288036,356
722913,"81,796"
615678,"81,796"
225574,"356,97"
10912,"356,97"
411144,"356,97"
24913,356
728054,"356,97"
49077,337
13477,337
475210,"81,796"
537739,"356,97"
402529,"356,97"
2312,"356,97"
17687,"356,97"
22907,"81,796"
1024535,337
936625,"81,796"
668461,"81,796"
845,97
249660,97
270007,97
578189,"81,796"
9042,356
10851,"356,97"
766907,"356,97"
531876,97
728142,97
739986,"81,796"
294016,"356,97"
17057,"356,97"
64685,97
13823,337
19766,337
13939,"356,97"
22856,692
626393,"81,796"
36758,356
763873,337
384677,"81,796"
10249,337
20771,337
18126,337
241,337
1001865,"81,796"
346687,"81,796"
10657,"356,97"
4688,97
10480,"356,97"
409297,"356,97"
438145,"356,97"
11652,337
407445,"81,796"
362826,"356,97"
9955,356
718867,"81,796"
49526,97
962,701
29917,97
12103,337
480857,"356,97"
241257,"356,97"
9777,97
9346,701
389053,"81,796"
48781,356
3050,337
152760,337
146223,356
758724,97
11846,337
958196,"81,796"
9665,"81,796"
210479,"81,796"
273509,356
244509,"97,701"
283378,"356,97,701"
33909,337
295964,"356,97"
435615,"356,97"
10264,"356,97"
13996,97
469721,356
275601,97
932430,337
534072,701
459928,97
828613,119
10206,337
738646,"81,796"
3090,"356,97"
44040,356
11209,"356,97"
426618,"81,796"
449176,337
773,337
44244,337
44129,"356,97"
811367,337
178682,337
12663,"356,97"
581600,"81,796"
369697,"356,97"
508138,97
20853,"356,97"
10720,"337,97"
505379,"81,796"
1613,701
429197,356
762879,337
9873,"356,97"
977223,"81,796"
443463,97
245698,"356,97,701"
698128,97
259954,"356,97"
511809,337
823610,"356,97"
802443,"81,796"
820912,"81,796"
74465,337
48340,"356,97"
758879,"81,796"
101731,97
9441,97
25673,"356,97"
821881,"81,796"
390051,97
145316,337
7093,356
376660,"8,97,1796"
723419,"81,796"
934761,"81,796"
977770,"81,796"
450322,356
687,97
618162,"81,796"
416153,"8,356,97,701,1796"
342737,"81,796"
13942,701
11880,"356,97"
24740,356
177888,337
8998,"81,796"
11515,"356,97"
64720,97
467660,97
19542,"356,97"
616651,"8,97,1796"
370687,"356,97"
17134,337
13220,356
109099,356
133558,"356,97"
298584,356
578908,"81,796"
11569,356
40969,356
523777,"81,796"
339380,97
586707,"356,97"
566222,"81,796"
566222,"81,796"
9909,337
760099,97
17038,356
654754,350
9703,97
763788,"356,97"
152603,"356,97"
4104,97
538207,356
69103,337
17334,"356,97"
11076,97
320,356
680593,97
13188,"356,97"
612152,"81,796"
506281,97
39890,692
808023,356
397837,"81,796"
277685,"8,356,97"
293646,97
410199,"81,796"
33061,356
55504,337
581734,337
764835,356
74523,"356,97"
70436,356
720026,"356,97"
590,"8,97,1796"
535845,"81,796"
4413,356
504631,"356,97"
770254,"81,796"
765245,350
76122,337
26371,"356,97"
368304,119
35056,337
42012,356
267805,"356,97"
643550,119
400617,"8,356,97,1796"
10135,356
536869,356
10707,"8,97,1796"
983793,"356,97"
2619,337
455551,"356,97"
683311,97
68924,356
535581,97
634544,119
43939,"356,97"
738652,"81,796"
15400,337
8066,"337,97"
4415,97
492998,356
58151,337
24803,97
10782,97
734265,"81,796"
472734,"81,796"
359784,"8,97,1796"
447665,"356,97"
823855,"81,796"
43549,356
1523,337
2252,356
158426,"356,97"
10654,356
736918,"81,796"
866413,"81,796"
459992,701
829799,"356,97"
14313,356
9033,356
334521,"81,796"
416477,"119,97,701"
10449,337
35052,356
629017,97
624963,"81,796"
5820,337
575774,"81,796"
624789,"8,97"
504827,337
209504,356
38843,337
387426,"81,796"
10875,"356,97"
199373,356
664850,350
12403,"356,97"
975714,"81,796"
1722,97
1035806,"356,97"
446894,"81,796"
1535,"8,356,97,1796"
9445,"81,796"
689723,"81,796"
54318,97
513584,356
643882,"81,796"
503125,"356,97"
13384,97
19051,97
567965,"356,97"
486131,"81,796"
71688,97
12225,356
438689,356
311667,"356,701"
791,"81,796"
703451,"81,796"
10680,337
431075,"356,97"
9058,97
523077,356
28665,97
10326,97
22387,"356,97"
474392,"356,97"
396493,"81,796"
968438,"81,796"
339547,"356,97"
672647,119
38117,"356,97"
812456,"81,796"
308084,97
14979,356
1013228,"81,796"
454615,"356,97"
103731,97
890228,119
20156,"356,97"
32613,692
1810,"356,97"
354859,"356,97"
77234,"356,97"
11617,97
505600,"81,796"
11176,337
11427,"356,97"
449756,"356,97"
842942,"356,97,701"
539649,119
5723,356
848981,350
385448,"356,97"
682532,"356,97"
23082,"81,796"
200505,"356,97,701"
26388,97
1028938,356
14510,356
10339,97
11931,337
597890,"81,796"
3525,337
327331,"81,796"
21845,337
22972,356
373314,"356,97,701"
8669,97
441183,"356,97"
74534,337
157827,"81,796"
27346,356
282297,"81,796"
82424,337
1033107,"81,796"
467632,"8,97"
88212,337
504982,97
312791,356
445065,"81,796"
17130,"81,796"
527660,"356,97"
524348,119
202575,97
333352,"356,97,701"
718949,"8,356,97,1796"
92208,337
49948,337
911068,"81,796"
328111,"119,356"
340677,97
390056,"8,356,97"
24056,701
329833,"81,796"
628707,356
10640,"356,97"
16367,97
15056,97
167,97
1649,97
556984,"81,796"
1015606,337
16941,97
12227,337
387893,337
689700,"356,97"
80389,356
910,"356,97"
315664,"356,97"
29722,356
763149,"81,796"
416234,"356,97"
30431,"356,97"
43824,"356,97"
6615,97
20595,"81,796"
302401,97
806368,356
381237,356
25059,337
617762,97
8738,"356,97"
10403,356
15300,337
318,97
848123,"356,97"
560144,356
146631,"356,701"
545963,356
10705,"356,97"
759507,"81,796"
743601,"81,796"
1725,97
766475,337
42418,337
17917,97
789708,"81,796"
9846,356
1037929,337
28211,356
62046,"356,97"
340945,97
81836,356
250230,11
22007,97
13910,"356,97,701"
11588,356
288,97
396398,"81,796"
23759,356
42245,692
647250,"81,796"
256917,"356,97"
157843,"356,97"
8844,97
776527,337
1847,356
18030,"356,97"
9722,97
29710,356
258210,"356,97"
11031,"356,97"
13051,337
1662,356
291351,97
500916,356
640882,97
433627,"8,97"
22660,337
164457,"356,97"
491926,"356,97"
302,"8,356"
11868,97
2982,692
382399,"356,97"
744746,97
433252,"81,796"
40353,"356,97"
534490,701
508664,"356,97"
529485,"81,796"
13528,"356,97"
16084,337
939790,337
293310,97
226,337
613911,119
11219,97
1062839,356
2116,97
733317,"356,97"
1941,97
448776,"81,796"
452507,"81,796"
25736,97
651571,"356,97"
157834,"356,97"
436494,"356,97"
10847,97
13934,337
3085,701
9364,"356,97"
68730,97
399131,"81,796"
500852,"81,796"
483096,"356,97"
595586,350
457335,"83,561,796"
11260,337
567748,"81,796"
419700,"81,796"
401561,"356,97"
582570,"81,796"
752939,"81,796"
14055,"356,97"
4380,97
916740,"81,796"
77987,"356,97"
16391,"356,97"
12920,97
858408,"81,796"
9779,97
653567,"81,796"
540158,"356,97"
24480,337
388440,97
391710,"81,796"
1061117,"81,796"
785539,"81,796"
664236,"81,796"
304357,97
35412,97
8195,97
680028,97
376134,"81,796"
325373,356
1058699,350
509730,"83,567,011,796"
13681,"356,97"
18706,701
9966,"356,97"
241843,"356,97"
11184,356
454458,97
4911,356
339397,97
599281,"356,97"
623856,356
13706,337
9574,337
474051,"81,796"
11131,"356,97"
740952,"356,97"
923632,"81,796"
331392,"356,97"
521935,"81,796"
38939,692
926899,"81,796"
12628,"356,97"
785533,"81,796"
25670,97
42738,356
70706,97
13968,337
716594,"8,97"
10569,"356,97"
10808,337
11327,"81,796"
374473,97
23125,692
9541,97
136278,97
73194,"356,97"
812635,337
584962,"81,796"
300424,119
331962,"356,701"
7095,337
913823,337
972313,"356,97"
515789,97
1833,97
506072,356
26515,356
462919,"81,796"
3309,97
390061,97
11257,97
25768,11
802217,356
697064,97
64328,337
64689,"356,701"
470229,356
470897,"356,97"
16553,97
13972,"356,97"
768141,337
41215,"356,97"
16535,97
8090,701
5289,"8,356,97,1796"
611605,97
4917,692
495193,"81,796"
44639,97
539181,"356,97"
21183,"356,97"
846250,337
55420,337
13374,337
14878,"356,97"
461928,"356,97"
16241,"356,97"
468224,337
5146,97
409582,"87,011,796"
632617,97
1165,"8,356,97,1796"
21583,97
17918,356
623958,"356,97"
1944,356
4808,"356,97,11"
500904,"356,97"
58244,97
499319,"81,796"
258284,"356,97"
45156,"356,97"
833097,"81,796"
77878,97
10824,356
333385,356
458131,"81,796"
49787,356
412105,"81,796"
246860,"8,97,1796"
15654,701
9801,97
95608,"81,191,796"
603119,97
851281,"81,796"
154282,97
328425,97
881500,"81,796"
11128,97
664996,"81,796"
6715,97
454293,"81,796"
300693,"356,97"
11331,97
137566,97
55787,337
94348,356
10210,337
2447,"356,97"
9504,"356,97"
9615,"81,191,796"
523773,356
1990,"8,356,97,1796"
36206,97
921,"8,337"
12707,"356,97"
660353,"356,97"
332,337
156711,97
16563,"356,97"
716612,"8,97,1796"
257785,"81,796"
113148,11
127372,97
11375,309
123109,356
270771,97
174316,97
718633,"81,796"
671295,"81,796"
359228,"356,97"
541524,"81,796"
158907,97
1450,356
597156,"81,796"
595149,356
993145,"356,97"
14249,356
10362,356
20235,337
393306,97
10391,"356,97"
397415,97
714375,"81,796"
308453,"81,796"
13551,"356,701"
505707,"356,97"
351339,97
785545,"81,796"
520720,337
8316,356
11942,356
306966,97
4281,356
245473,337
8067,"356,97"
10197,"97,701"
577,356
37606,356
597891,"81,796"
11300,"356,97"
11478,"356,97"
250388,"356,97"
14059,337
569547,"81,796"
27759,97
627879,"356,97"
11370,"356,97"
19901,356
529962,"81,796"
519035,"81,796"
250538,97
852448,"81,796"
195590,97
1630,"81,796"
42297,97
352208,"356,97"
34766,337
484437,356
773975,"81,796"
543915,97
10972,356
398177,"356,97"
624808,"81,796"
24328,337
825,"356,97"
3109,"356,97,701"
33931,97
604196,"81,796"
604196,"81,796"
473812,"81,796"
866462,"356,97"
378111,701
22478,356
22596,97
31578,356
205724,701
19267,97
15947,337
20067,"356,97"
214030,356
317198,337
483,356
9428,337
801058,"81,796"
662546,337
482981,"356,97"
234212,97
512191,337
38317,701
140823,337
433499,701
826914,337
287904,"356,97"
404733,"356,97"
463325,"356,97"
343173,"356,97"
16515,"356,97"
458737,"356,97"
13074,"356,97"
343070,"356,97"
302528,356
433244,"81,796"
10503,97
8944,"356,97"
294741,356
1946,"356,701"
10744,"356,97,701"
261392,"83,567,011,796"
38684,97
438747,337
1439,337
13282,"356,692"
34204,337
42135,11
616251,97
837,356
627290,97
13062,337
13691,337
375355,356
4823,701
14148,701
465914,97
302026,"356,97"
393624,97
639771,"356,97"
522925,"356,97"
9968,"356,97"
25941,356
448194,"356,97"
575094,97
22293,"692,701"
23439,"356,97"
1666,"97,567"
465109,"81,796"
1994,692
869025,350
485504,"81,796"
309581,701
2087,356
592041,356
744594,"81,796"
395458,97
1049638,337
11169,97
1590,"356,97"
9729,356
575776,97
312831,356
168676,"81,796"
82390,356
551298,337
46829,701
24438,97
413052,701
21735,97
34309,701
615666,"81,796"
825997,"356,97"
913604,"356,97"
15677,"81,796"
12311,"356,97"
55095,337
1975,356
5693,97
8054,97
737568,"87,011,796"
271714,701
9819,97
695,356
14215,"356,97"
355008,"81,796"
560052,"81,796"
24684,97
442056,97
790142,"81,796"
530442,"356,97"
12583,"356,97"
531454,"81,796"
23830,356
606625,"356,97"
916053,119
9664,"356,97"
11232,97
523139,"81,796"
103332,337
264656,8
433249,"81,796"
133931,97
25566,"356,97"
9443,337
628534,"81,796"
797309,"81,796"
14695,"356,97"
26320,97
292040,"356,97"
483202,"81,796"
136911,356
1415,546
680860,119
19483,692
647785,356
48202,692
91679,356
8968,"356,97"
26264,337
459947,97
114606,356
327833,356
37347,97
759902,97
10170,356
19599,356
405551,"356,97"
511817,"81,796"
13783,"356,97"
467936,"81,796"
980804,337
390874,"356,97"
271674,"83,561,796"
10523,356
152790,"356,97"
40619,337
502406,"81,796"
489925,97
520318,"356,97"
615667,"81,796"
81440,337
420707,"356,97"
122369,356
454650,97
567733,"356,97"
14735,356
68812,"356,97"
664300,97
4816,356
718400,97
418879,"356,97"
32924,356
43552,"356,97"
522369,97
505579,701
18129,"356,701"
513409,"81,796"
353571,"81,796"
8010,356
11862,337
11162,"356,97"
447427,"356,97"
8489,97
3489,"81,796"
294690,"356,97"
487083,97
15302,337
16325,"356,97"
4961,97
338768,97
4174,"356,97"
961,11
45054,97
25103,692
325348,"8,356,97,1796"
492452,"8,97,1796"
13935,"356,97"
395883,97
336455,97
520663,"81,796"
346651,97
89691,"356,97"
813726,"81,796"
10878,"81,796"
16290,97
682110,"81,796"
276843,"356,97,701"
607259,"81,796"
513324,"356,97"
7010,"356,97"
333381,97
881211,350
399248,"356,97"
260,"356,97"
16614,97
1096369,337
23622,692
441829,337
33851,"356,97"
687156,"81,796"
11775,356
9829,356
13825,"356,97"
13937,97
59861,"356,97"
32037,356
416691,97
255798,97
13092,"356,97"
375867,97
2891,356
580532,"356,97"
339396,"81,796"
413279,337
315064,"356,97"
12232,"356,97"
746419,356
9501,356
14140,337
650783,"356,97"
20540,356
281,356
72334,337
8388,"356,97"
24589,337
30237,356
795109,119
411009,"81,796"
75622,569
459258,"356,97,701"
886083,"356,97"
433247,"81,796"
23998,350
178,356
10016,356
38946,692
310133,"8,97"
530956,"81,796"
1018648,"81,796"
72912,356
842,"356,97"
268171,"356,97"
632065,356
460071,356
10461,"81,796"
511449,"81,796"
483104,"81,796"
9414,701
1907,337
429733,356
975490,350
25313,8
981,97
10488,97
438970,97
463684,"81,796"
11040,"356,97"
19490,"356,97"
2017,"356,97"
790850,97
774714,"356,97"
71864,337
87499,337
58496,"81,796"
426034,97
47166,337
13479,350
20283,337
996,97
13061,337
398,97
16093,"97,692,701"
86555,"83,561,796"
24014,97
13757,337
626743,97
8915,337
406761,"356,97,701"
3683,97
9687,"356,97"
241958,"356,97"
46929,337
50512,"356,97"
429189,"81,796"
411135,"356,97"
448095,"356,97"
276844,356
25073,97
13929,337
577889,"356,97"
72432,356
225565,356
247158,554
248574,"356,97"
514754,337
262338,701
986054,337
18111,356
309299,"356,97"
763539,"356,97"
615658,"81,796"
4886,701
190847,"356,97"
355506,97
347866,97
921655,"81,796"
11329,337
27405,692
17814,97
652810,"356,97"
18019,97
10874,337
300654,97
18444,337
429417,356
621013,119
340022,"8,97"
10075,356
77875,"356,97"
12615,"356,97"
347689,"81,796"
18125,11
37753,356
172391,97
16442,356
14012,337
566927,8
196830,97
49950,"81,796"
33518,356
12590,"356,97"
12689,97
514277,97
2359,"356,97"
606234,97
994441,"356,97"
20181,"356,97"
9896,"356,97,701"
457136,356
31598,337
70575,356
2103,337
435848,356
684700,"81,796"
27545,692
254472,356
419566,119
433251,"81,796"
16921,97
503619,"81,796"
10727,"81,796"
13321,97
42668,"356,97"
761851,356
65057,337
10046,356
33680,"356,97"
585759,"81,796"
848519,"356,97"
9918,337
10440,97
760336,"81,796"
8293,"8,356,97,1796"
68727,337
30618,701
653601,"81,796"
13963,97
23535,"356,97"
13820,356
1028506,119
477331,"81,796"
890601,"81,796"
109453,"97,701"
16899,"356,97"
333386,8
11342,"356,97"
14125,"356,97"
611562,"356,97"
40683,97
741228,356
517909,"81,796"
24212,692
622855,"81,796"
25329,"356,97"
79548,"356,97"
119569,337
297806,"81,796"
472715,"356,97"
70954,"356,97"
300667,"356,97"
659991,97
162215,97
368031,"356,97"
515741,"356,97"
492190,"356,97"
397,97
828853,"81,796"
20556,337
18781,"356,97"
339419,"81,796"
14976,97
292280,356
10955,"356,97"
442064,"81,796"
9920,97
74306,356
10869,337
43933,97
13576,97
39874,356
916821,356
341689,"356,97"
11431,337
18804,"356,97"
725273,97
41479,"356,97"
41275,356
49354,692
429107,97
2047,356
1013577,"81,796"
96342,692
472983,"81,796"
893297,"356,97"
4918,"356,97"
286668,356
15043,337
28172,692
1038627,"81,796"
1053110,"81,796"
91739,"356,97"
2246,356
12502,356
244539,"356,97"
635918,97
24452,692
408381,97
414190,"81,796"
872177,356
641662,"81,796"
339095,"81,796"
260372,97
375183,"356,97"
726876,97
3902,"356,97"
896448,"356,97"
8818,337
7348,692
22356,701
785663,"356,97"
3016,692
391698,97
26587,356
354287,"81,796"
241771,97
414425,"81,796"
279690,"81,796"
560362,"81,796"
257117,"356,97"
82679,"81,796"
762433,"356,97"
2769,97
290999,356
22342,692
472269,"356,97"
423087,"8,356,97"
570352,97
127373,"356,97"
290729,"81,796"
414453,"8,97"
401104,"81,796"
312797,"356,97"
12683,97
215379,"356,97"
792237,356
24923,692
878375,119
417812,"81,796"
70868,97
340442,"356,97"
410718,337
1088,"356,97"
252512,97
513576,"81,796"
455656,"81,796"
331190,"356,97"
333667,97
664416,350
160588,"356,97"
11161,97
855823,"81,796"
419472,"81,796"
505423,"81,796"
17381,692
877657,"81,796"
8348,356
489929,"356,97"
542787,97
608994,356
332704,97
727306,337
9756,"356,97,701"
10002,"356,97"
33078,11
83770,"8,356,97,1796"
865559,119
32041,97
458342,"81,796"
178862,356
686245,97
11093,"356,97"
28069,350
653578,97
9952,97
836919,350
38033,701
78461,"356,97"
407794,"356,97"
864959,"81,796"
13042,337
531949,"81,796"
644083,"356,97"
32428,337
169607,97
489931,"356,97"
244403,"356,97"
818612,"81,796"
3767,97
412157,"356,97"
2001,"356,97"
87496,"356,97"
168027,"356,97"
9613,356
31703,356
73499,97
744114,119
446791,97
934207,"356,97"
25831,337
141423,337
9491,"356,97"
13768,337
458005,"81,796"
546728,337
411143,"81,796"
15515,692
14522,97
14660,"356,97"
27585,97
835961,97
276902,"356,97"
459910,"8,97"
776552,"81,796"
567970,"81,796"
73999,337
16820,356
347035,97
398174,97
328901,97
326285,"356,97"
760873,97
12766,97
269173,356
16914,97
323966,"356,701"
809314,"356,97"
730167,356
32945,701
68895,356
27380,"356,97"
695576,97
595216,356
443700,"356,97"
4952,"356,97"
634904,97
576017,97
376865,356
20139,97
14240,356
16409,97
527385,"81,796"
245703,97
251994,"356,97"
611213,"81,796"
369033,8
204349,356
28652,692
390,97
8908,97
838330,337
31924,"356,97"
398289,"356,97"
27429,"97,692"
9357,337
787428,"81,796"
423949,"81,796"
14911,"356,97"
332718,"356,97"
731740,"81,796"
852851,"81,796"
17058,"692,701"
552865,701
209361,"356,97"
254023,356
475888,"356,97"
505945,337
302349,356
14359,97
406240,"356,97"
644682,"356,97"
464593,97
44692,692
256474,356
259695,97
37305,97
85435,"356,97"
4170,97
507441,97
718840,"81,796"
23173,356
481375,"81,796"
10139,356
10687,337
451184,"81,796"
567860,"81,796"
76535,337
401371,"8,97"
634244,"356,97"
587693,"81,796"
34376,"356,97"
720748,"81,796"
688258,"356,97"
443109,356
477887,"81,796"
802372,119
35690,337
423627,"356,97"
21539,337
10409,97
921355,"356,97"
11935,"356,97"
649401,"356,97"
284294,"356,97"
18558,"356,97"
229297,"8,356,97,1796"
234567,337
74536,"356,97"
57575,701
531593,97
397873,"356,97"
283698,356
565716,"81,796"
489493,337
114779,"356,97,701"
39030,337
245706,"337,97"
130267,"356,97"
282984,356
472451,"8,97,1796"
33511,"356,97"
468225,"81,796"
488397,"8,97"
339927,"81,796"
478741,356
2355,97
729577,"356,97,701"
451480,"81,796"
624899,119
94901,"356,97"
706860,337
402298,"8,97,1796"
21143,692
230179,97
31623,97
428399,356
1014779,"81,796"
245700,701
284689,97
428501,119
250066,"356,97"
534271,356
544986,356
463053,"81,796"
972230,97
23024,701
608195,356
34689,"356,97"
253414,356
493141,97
532870,119
22649,701
32293,337
38543,"356,97"
331588,"356,97"
765119,"81,796"
857497,"81,796"
31655,692
512263,"81,796"
567971,"81,796"
416149,"356,701"
489326,"356,97"
454652,"8,97,1796"
36915,"356,97"
164331,356
621749,11
525183,"81,796"
205220,"356,97"
638045,"356,97"
70587,337
362202,97
19273,337
962192,"81,796"
766319,350
789171,"356,97"
810873,"81,796"
152792,"356,97"
11141,97
445954,97
506596,97
332502,97
696002,"356,97"
18681,"356,97"
346558,"356,97"
711,97
628333,"8,97"
310888,"356,97"
5764,356
660609,"81,796"
560704,"356,97"
489985,97
323674,"81,796"
515042,337
451919,97
9526,356
244783,97
56179,"356,97"
62989,"356,97"
5205,"81,796"
804435,"356,97"
521007,356
517412,"81,796"
1595,97
247,97
450489,"81,796"
575417,350
139933,356
396777,"356,97"
182228,356
532635,356
586451,119
632666,356
3083,"356,97"
14030,337
347751,97
60420,97
510298,"81,796"
614560,"81,796"
401743,"81,796"
355309,"356,97"
463602,"356,97"
368942,"8,97"
1410,692
297590,337
12576,356
641790,97
613178,"356,97"
582607,"81,796"
